Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.19000005722046,..,..,..,3.32999992370605,..,10.1099996566772,..,..,14.0299997329712,..,..,16.7700004577637,..
Afghanistan,AFG,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.65000009536743,..,..,..,1.36000001430511,..,7.19999980926514,..,..,10.3699998855591,..,..,10.4499998092651,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49000000953674,..,..,..,1.69000005722046,..,7.90999984741211,..,..,11.1800003051758,..,..,11.710000038147,..
Afghanistan,AFG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789215,12.7254778087102,33.1802743753957,20.6428588670596,0.389437653561606,0.0500181363468233,3.10758827031435,7.77052583431551,0.484002611818484,2.28001916938099,2.36658195679796,2.37072831904283,2.93268248162319,3.32087090389268,2.2669220945083,3.62604695579817,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,3.50120835492656,-0.367317209784628,2.0605984592022,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.13957198592783,-0.0177190999887955,-0.0167551715145464,-0.0283602569954127,0.351222347321595,-2.41730042856705,-0.000306092834563287,-0.00057858012561951,0.00367916143216007,-0.431368813098885,35.514246957839,232.984658871868,125.650814200424,35.8424752156678,9.97066268022502,38.1720581904406,11.2396444889093,6.73085989716517,2.10284998780091,5.64747147491495,3.81085736921132,3.64747627374751,5.19863530390563,3.15236892630959,3.30681815262164,2.47818888484454,4.38670937874643,4.11708542761993,2.41833605658384,4.49314320250261,2.31474379699794,1.04271460596459,0.288745964465136,1.54991706750106,0.563991353628552,-0.632653419297611,1.45106269946422,1.47305810209839,1.22100947633079,-0.447649052745419,..
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.64668269084724,14.9802989234569,11.2575703578099,9.94160412874746,3.29620310942795,5.17954019871641,6.01061146044597,3.78310946901171,7.09543930440853,3.66703261163919,6.51850090574999,0.531539029405508,5.13792430173292,0.230701176102244,-0.867714055385278,2.67213057683864,0.647766206884228,0.0751830636297655,3.13664835951198,2.15474341324446,3.70800881847192,0.728272730109651,..,..
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1350439031.15642,1369606171.27152,1669360013.42137,1597753161.20027,1583665139.99188,1707859353.9417,1561871171.31808,819677920.530365,451977146.273565,1023713660.80934,1633118401.45833,2130968985.79185,2895697071.01003,2021947921.8405,2342179098.42151,2947970545.17556,3211018419.92975,3649170531.1413,4002770013.27013,5177890903.01325,6566689986.82562,7338944240.45227,8193785639.22072,9595438182.5129,11301420124.159,10290752652.434,10190743725.7709,10846764003.6072,10175711201.7362,10900546594.0819,11123205138.2531,9426795636.13788,9917729742.00647,10697748755.0788,12400890188.4463,12328642743.2557,..,..
Albania,ALB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.31365012597715,15.7108402693929,11.9689426676463,10.9782301775136,3.60642926702548,5.57380568522001,6.45459018663905,4.31562267843786,7.77325242494615,4.45343155977322,7.33900714501165,1.2113029575259,5.66119194262069,0.500702145883665,-0.703860788606477,2.86041003090519,0.85637026684428,0.367032522917143,3.30167554588357,2.24874069303137,3.96420563649009,1.15829791175182,..,..
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,464.958527530341,461.961591274956,552.286337391504,518.144561706272,503.977022187277,529.085970211277,475.232378383748,250.912339186285,139.196710071411,317.205646975103,509.150451143286,668.479729427041,914.036271405642,642.238707993505,748.65163460843,948.273098039024,1039.491859388,1192.47197172882,1311.94916216929,1703.46876151897,2169.41602946925,2436.98353685481,2738.06414376139,3230.76877422348,3834.48120022468,3515.17877507678,3498.34200500817,3733.57520015255,3508.38080725258,3765.18141533392,3850.05355925335,3272.39414689327,3448.32456927155,3722.95418204581,4326.33059600216,4319.48763879351,..,..
Albania,ALB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2,..,..,..,..,..,25.4,..,..,24.3,..,..,24.5,..,..,..,22.9,..,25.5,24.8,25,24.6,22.7,23.8,..,..
Albania,ALB,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3059303212119,16.2279698443001,10.9462834347774,11.4144287261124,..,..,..,20.7622652526236,19.3099286488728,20.5404810698665,..,..,..,..,..,..,19.8053631968753,19.0907321248282,19.7538721443931,19.0750416761579,20.5684028366258,16.5165155773985,21.765605775375,23.3826756643626,26.0064014783247,..,..
Albania,ALB,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.31968827077331,10.0285478469419,6.48438395217894,6.52351418583704,..,..,..,13.8813241723468,13.4806672341179,14.8345830516409,..,..,..,..,..,..,14.7372410256905,14.2052561031126,14.3311500451436,13.8136820719343,14.9190019181277,11.4817193553893,15.5303922678323,16.6811619448864,18.3744841343344,..,..
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7569039092832,37.4810649631085,53.1078249689126,55.5657038623041,..,..,..,..,..,..,..,..,..,..,..,..,69.6376739165201,63.6691526405469,70.5807697920008,73.3202274771466,79.8644181475793,80.7355819675527,..,..,..,..,..
Albania,ALB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8999996185303,10.5,28.2999992370605,24.2000007629395,19.8999996185303,14.8000001907349,13.6000003814697,16.6000003814697,20.8999996185303,21.3999996185303,19.2999992370605,19.8999996185303,19.1000003814697,18.2000007629395,17.5,17.2000007629395,16.7999992370605,16.4300003051758,13.7200002670288,15.6400003433228,15.8400001525879,13.75,11.4899997711182,13.4399995803833,15.5200004577637,17.1200008392334,14.4700002670288,12.5,11.8800001144409,11.3199996948242,..,..
Albania,ALB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.39999961853027,7.80000019073486,24.7999992370605,20.8999996185303,17.2999992370605,11.6000003814697,11.3999996185303,13.8000001907349,15.8000001907349,16.3999996185303,14.8999996185303,14.1999998092651,13.6000003814697,12.8999996185303,12.3999996185303,12.1000003814697,11.8000001907349,15.6800003051758,12.5200004577637,12.1400003433228,12.7299995422363,13.2700004577637,14.8100004196167,17.7600002288818,19.9099998474121,17.25,16.1399993896484,14.4399995803833,12.6300001144409,11.5799999237061,..,..
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.59999990463257,5.09999990463257,3.59999990463257,4.40000009536743,5.69999980926514,6.69999980926514,6.40000009536743,6.09999990463257,7,7.30000019073486,9.5,9.10000038146973,26.5,22.2999992370605,18.3999996185303,12.8999996185303,12.3000001907349,14.8999996185303,17.7000007629395,18.3999996185303,16.7999992370605,16.3999996185303,15.8000001907349,15,14.3999996185303,14.1000003814697,13.8000001907349,15.9700002670288,13.0600004196167,13.6700000762939,14.0900001525879,13.4799995422363,13.3800001144409,15.8699998855591,18.0499992370605,17.1900005340576,15.4200000762939,13.6199998855591,12.3000001907349,11.4700002670288,..,..
Albania,ALB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,..,1.6,..,..,0.9,..,..,0.3,..,..,..,0.8,..,1.6,0.2,0.4,0.4,0.1,0,..,..
Albania,ALB,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2,..,..,..,..,..,14.1,..,..,8.7,..,..,5.3,..,..,..,6.2,..,11.6,4.7,5.5,4.3,3.3,1.2,..,..
Albania,ALB,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.6,..,..,..,..,..,49.7,..,..,38.5,..,..,31.1,..,..,..,34.5,..,37,24.5,23.9,23.8,16.9,10,..,..
Albania,ALB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1,..,..,..,..,..,40.4,..,..,39.2,..,..,39,..,..,..,37.8,..,41.7,40.6,41.2,40.7,38.2,39.2,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,6.59999999900016,2.62664165105633,3.65630712983235,6.17283950622714,4.699612403417,8.2303166526514,9.43073540174554,11.989283322105,17.5239234455033,11.3486005086091,9.51782449754965,14.6548426360635,6.54250963007668,5.96716393032723,8.11639795517099,10.4822870444468,12.3716091651298,7.44126091287252,5.9115449637349,9.30436125843164,16.6525343885433,25.8863869348513,31.6696619117149,20.5403261235826,29.0476561173071,29.7796264864999,18.679075860175,5.73352275357186,4.95016163793115,2.64551113392798,0.339163189071755,4.22598834854679,1.41830192345045,4.268953958395,3.96180030257191,1.38244656662119,2.31149918514421,3.67899574741703,4.85859062814938,5.73706036145632,3.91106195534027,4.52421150505276,8.89145091062314,3.25423910998847,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,2.41513094083414,7.22606307415476
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,3.4717202847214,2.35127905093483,0.549331891233209,1.69518281605427,1.5013314578962,1.81781454214315,1.31204101868863,3.14205629702242,1.92108454445849,4.94044573186476,17.1519638474547,-4.60646101664459,9.62761164430064,48.8965904249799,5.91402210943464,10.8405927248128,11.9270994206397,10.085121070099,13.9878379203217,25.8620387617004,14.3539994924117,1.93979420661195,6.80479588778471,8.43350556167162,4.97252640197206,2.40534325317709,8.84202042193591,9.06096347663976,16.0113735159791,30.2595985377661,53.7886041739427,21.926114524189,13.6244246597669,29.0776473232106,28.5770375312606,24.0219040668914,7.00196304772447,-3.13108869748854,10.8563363124353,22.6780091914404,-0.473401960475741,1.32042784928481,8.3307336371242,12.2476319400738,16.1253504175284,10.5467042837183,6.39533725042949,15.3105810067605,-11.1616154476211,16.1199808976076,18.2280122517964,7.45833652381816,-0.0933043780076446,-0.300580434607085,-6.4556504125248,1.5488805487981,6.39065471241133,6.86293666660289,-0.46802490965861,-5.50848767364994,..
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.38847293812768,10.9521444763651,-2.8400422676975,12.8441981430214,1.49102563035935,4.82718214936948,5.44511672980576,11.0946357692913,-8.15395998745562,30.9422466380133,19.4399767633876,3.35108965552926,8.14507296838751,1.9856599127551,4.19686176841736,-9.75305465442906,-10.6757684234548,-4.22188799784713,2.28753004032944,0.558734799132935,0.568430743921169,-0.9869638373724,-7.47141022521488,-0.253078862802241,0.248460264258114,0.647385126648018,3.42638159883781,4.04072385721872,0.552996711107866,15.921059915119,7.56184514329522,4.15734814174751,8.65058803289462,6.45744347148292,9.15042095556315,9.67092874868132,9.62604305381885,6.00967663458233,-1.86334372314298,15.7607062568972,1.86565323712293,8.73655723196849,-0.0891855596987767,0.422747176814568,-2.90501726101863,7.03978511028198,4.18365958384386,1.65495362617787,3.54834121210818,..,..
Algeria,DZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,4035481064.7412,4328877631.5664,5680103608.10916,7094659812.2328,9631465611.41589,11683660120.973,12878369036.2919,14416648881.4539,19079272625.2514,19664150883.3408,27717453386.9109,31675039716.8503,33591894761.3243,37184964267.3265,41618452837.7972,45072395361.8453,52071564062.1365,53644904214.2395,47424482367.9198,44080483897.325,47979074740.7791,35676830288.6721,38454810084.995,39542639001.5345,33273690177.4733,32127693531.1958,34789672939.0284,36892565637.4141,38770387512.0717,37316798111.3519,39698365034.3357,41404872637.2099,42218490430.7042,49259858341.6937,61284379629.9186,68432243056.0306,77346127692.7762,94762414975.8268,120008869482.671,104035716972.671,123014603968.839,146056449219.052,152541074934.039,154597330021.99,160220684892.43,130786408490.875,133021633258.188,137161450969.059,135974440866.907,134070685847.854,..,..
Algeria,DZA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,1.52990444300762,7.94905319491559,-5.46134222473084,9.77529916415844,-1.31205358866934,1.89391915152324,2.46399470172688,7.90725095815277,-10.8408842761824,27.0329974014517,15.8091257568307,0.17467432149796,4.81914384670586,-1.11512696710673,1.09425677250168,-12.3737701271292,-13.200220177592,-6.84398995947355,-0.412520684540624,-1.98922906468447,-1.87562831183408,-3.28701429965179,-9.50437949586694,-2.29745791268259,-1.64793959503632,-1.10178632311143,1.76920422297802,2.49086846579986,-0.861076934116923,14.3570151653052,6.1621549544314,2.83769822567548,7.27310243395904,5.06374061376246,7.64381303654081,8.06931493337093,7.93845149643391,4.28929129310669,-3.5388937157928,13.6899647259019,-0.0348391156511099,6.63517337486026,-2.07019990768354,-1.59881215791843,-4.87079863286678,4.86639014657362,2.07483350310315,-0.365321227524007,1.5649743515642,..,..
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,278.982599142896,291.070736328006,371.588812038444,451.606373883513,596.411844448739,703.508366596386,753.746958880407,819.924455088657,1053.97150971328,1054.50239861208,1441.99069325446,1597.78880011989,1642.40245241124,1762.16399098784,1912.29828283737,2009.33425301498,2253.94745210025,2256.42536469083,1940.16964398183,1755.76144312626,1862.62328337899,1351.37113056754,1422.75938191501,1430.86300869763,1179.34192850086,1117.18236225943,1188.72342031056,1240.37892764659,1284.09593402627,1218.57111881519,1278.84996675612,1316.46679882173,1325.32866565848,1526.76715800011,1874.58989409228,2064.33849384039,2299.16208194292,2773.50898645016,3455.42131898055,2944.36136320009,3419.21399514488,3983.92581379519,4080.39501000254,4053.40280054043,4116.2770827993,3292.04446863637,3280.32176000906,3313.94511446542,3219.97500656624,3114.08073043678,..,..
Algeria,DZA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8,..,..,..,..,..,..,26.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1399993896484,20.7099990844727,17,..,..,..,..,..,26.1700000762939,..,..,29.7199993133545,..,..,25.4400005340576,18.1900005340576,..,..,..,..,18.1000003814697,19.1000003814697,..,16.9899997711182,16.2999992370605,15.5799999237061,16.5699996948242,18.25,26.2299995422363,..,..,..,..
Algeria,DZA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.6800003051758,21.2999992370605,21.7000007629395,..,..,..,..,..,25.3199996948242,..,..,29.7800006866455,..,..,23.4300003051758,17.5400009155273,..,..,..,..,8.56999969482422,8.10999965667725,..,9.5600004196167,8.30000019073486,8.96000003814697,9.92000007629395,8.18000030517578,10.7700004577637,..,..,..,..
